    longitude    |    latitude    |      country_name      |     place_name      | country_code 
  -84.4635009766 |  33.8709983826 | United States          | Atlanta             | US
  -84.0058975220 |  35.9445991516 | United States          | Knoxville           | US
   -0.0166999996 |  51.3666992188 | United Kingdom         | West Wickham        | GB
  -94.7410964966 |  31.3094997406 | United States          | Lufkin              | US
  -98.3433990479 |  34.6265983582 | United States          | Lawton              | US
  -79.4168014526 |  43.6666984558 | Canada                 | Toronto             | CA
  -86.7647018433 |  34.7228012085 | United States          | Madison             | US
  -93.7835006714 |  32.4491996765 | United States          | Shreveport          | US
   28.2294006348 | -25.7068996429 | South Africa           | Pretoria            | ZA
  -90.0575027466 |  29.9731006622 | United States          | New Orleans         | US
 -117.1322021480 |  32.7976989746 | United States          | San Diego           | US
  174.7666931150 | -36.8666992188 | New Zealand            | Auckland            | NZ
 -118.5105972290 |  34.1553993225 | United States          | Encino              | US
  176.8332977300 | -39.6500015259 | New Zealand            | Hastings            | NZ
  -78.6463012695 |  36.3482017517 | United States          | Oxford              | US
  -84.5161972046 |  39.2831001282 | United States          | Cincinnati          | US
  174.7666931150 | -36.8666992188 | New Zealand            | Auckland            | NZ
  115.8332977300 | -31.9333000183 | Australia              | Perth               | AU
  -95.3419036865 |  38.8916015625 | United States          | Lawrence            | US
  174.7832946780 | -41.2999992371 | New Zealand            | Wellington          | NZ
  -91.5430984497 |  44.7899017334 | United States          | Eau Claire          | US
  106.8293991090 |  -6.1743998528 | Indonesia              | Jakarta             | ID
  174.0832977300 | -39.0666999817 | New Zealand            | New Plymouth        | NZ
  151.2167053220 | -33.8833007813 | Australia              | Sydney              | AU
  -80.9882965088 |  34.0391006470 | United States          | Columbia            | US
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
  -77.0500030518 | -12.0500001907 | Peru                   | Lima                | PE
    7.9333000183 |  47.2832984924 | Switzerland            | Zofingen            | CH
  -83.1015014648 |  42.3661994934 | United States          | Detroit             | US
  -64.7667007446 |  46.0833015442 | Canada                 | Moncton             | CA
 -117.2527999880 |  33.0500984192 | United States          | Encinitas           | US
  174.7832946780 | -41.2999992371 | New Zealand            | Wellington          | NZ
  -84.4882965088 |  42.7282981873 | United States          | East Lansing        | US
  -82.6922988892 |  28.0144996643 | United States          | Safety Harbor       | US
  174.7832946780 | -41.2999992371 | New Zealand            | Wellington          | NZ
  -93.0829010010 |  36.9786987305 | United States          | Sparta              | US
  -75.5361022949 |   6.2913999557 | Colombia               | Medellín            | CO
  175.2832946780 | -37.7832984924 | New Zealand            | Hamilton            | NZ
  -87.6744003296 |  41.8675003052 | United States          | Chicago             | US
  -90.5269012451 |  14.6211004257 | Guatemala              | Guatemala City      | GT
   -1.0167000294 |  50.8666992188 | United Kingdom         | Waterlooville       | GB
(922 rows)

